id_raw,compte_bancaire,pays,annee,type_de_localisation,acces_au_telephone,taille_du_menage,age,sexe,relation_avec_le_chef_de_famille,etat_civil,niveau_education,type_de_job,Group Age
13515,No,Rwanda,2016,Rural,Yes,4,30,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,20-30
13516,No,Rwanda,2016,Rural,Yes,6,41,Male,Head of Household,Marié(e),Secondary education,Self employed,40-50
13517,No,Rwanda,2016,Urban,Yes,7,20,Male,Child,Célibataire,Secondary education,Farming and Fishing,10-20
13518,No,Rwanda,2016,Urban,Yes,4,31,Female,Head of Household,Marié(e),No formal education,Informally employed,30-40
13519,No,Rwanda,2016,Rural,Yes,3,25,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,20-30
13520,No,Rwanda,2016,Rural,Yes,4,46,Female,Head of Household,Veuf/Veuve,No formal education,Informally employed,40-50
13521,No,Rwanda,2016,Rural,Yes,4,28,Male,Head of Household,Marié(e),Primary education,Informally employed,20-30
13522,No,Rwanda,2016,Rural,Yes,5,19,Female,Child,Célibataire,Primary education,Remittance Dependent,10-20
13523,No,Rwanda,2016,Rural,Yes,5,40,Male,Head of Household,Marié(e),No formal education,Farming and Fishing,30-40
13524,Yes,Rwanda,2016,Rural,Yes,6,80,Male,Head of Household,Marié(e),Secondary education,Farming and Fishing,70-80
13525,No,Rwanda,2016,Rural,Yes,6,20,Female,Child,Célibataire,Secondary education,Remittance Dependent,10-20
13526,Yes,Rwanda,2016,Rural,Yes,5,35,Male,Head of Household,Marié(e),Tertiary education,Formally employed Government,30-40
13527,No,Rwanda,2016,Rural,Yes,9,27,Female,Child,Célibataire,Primary education,Farming and Fishing,20-30
13528,No,Rwanda,2016,Rural,Yes,6,34,Female,Spouse,Marié(e),Primary education,Informally employed,30-40
13529,No,Rwanda,2016,Rural,Yes,7,32,Female,Spouse,Marié(e),No formal education,Informally employed,30-40
13530,No,Rwanda,2016,Urban,Yes,4,46,Female,Spouse,Marié(e),Secondary education,Informally employed,40-50
13531,No,Rwanda,2016,Rural,Yes,6,36,Female,Spouse,Marié(e),Primary education,Farming and Fishing,30-40
13532,No,Rwanda,2016,Rural,Yes,10,23,Female,Child,Célibataire,No formal education,Farming and Fishing,20-30
13533,No,Rwanda,2016,Rural,Yes,5,45,Male,Head of Household,Marié(e),Primary education,Informally employed,40-50
13534,No,Rwanda,2016,Rural,Yes,3,27,Male,Head of Household,Marié(e),Primary education,Informally employed,20-30
13535,No,Rwanda,2016,Rural,No,4,34,Female,Spouse,Marié(e),No formal education,Informally employed,30-40
13536,No,Rwanda,2016,Rural,Yes,1,24,Male,Head of Household,Divorcé(e),Primary education,Informally employed,20-30
13537,No,Rwanda,2016,Rural,Yes,7,32,Female,Spouse,Marié(e),Primary education,Informally employed,30-40
13538,Yes,Rwanda,2016,Rural,Yes,6,47,Female,Spouse,Marié(e),Primary education,Farming and Fishing,40-50
13539,No,Rwanda,2016,Rural,No,4,20,Female,Child,Célibataire,Primary education,Farming and Fishing,10-20
13540,No,Rwanda,2016,Rural,No,3,71,Male,Head of Household,Marié(e),No formal education,Other Income,70-80
13541,No,Rwanda,2016,Rural,No,4,19,Male,Child,Célibataire,Primary education,Informally employed,10-20
13542,Yes,Rwanda,2016,Rural,Yes,6,43,Male,Head of Household,Marié(e),Secondary education,Farming and Fishing,40-50
13543,No,Rwanda,2016,Rural,Yes,3,65,Male,Head of Household,Marié(e),No formal education,Farming and Fishing,60-70
13544,No,Rwanda,2016,Rural,Yes,8,51,Male,Head of Household,Marié(e),No formal education,Informally employed,50-60
13545,No,Rwanda,2016,Rural,Yes,5,35,Male,Head of Household,Marié(e),Primary education,Informally employed,30-40
13546,No,Rwanda,2016,Urban,Yes,3,60,Female,Head of Household,Veuf/Veuve,Primary education,Informally employed,50-60
13547,No,Rwanda,2016,Rural,Yes,3,52,Female,Head of Household,Veuf/Veuve,Primary education,Farming and Fishing,50-60
13548,No,Rwanda,2016,Rural,Yes,7,18,Male,Parent,Célibataire,Primary education,Informally employed,10-20
13549,No,Rwanda,2016,Rural,Yes,3,52,Female,Head of Household,Veuf/Veuve,No formal education,Farming and Fishing,50-60
13550,No,Rwanda,2016,Rural,No,3,31,Male,Head of Household,Marié(e),Primary education,Informally employed,30-40
13551,No,Rwanda,2016,Urban,No,3,27,Female,Spouse,Marié(e),No formal education,Formally employed Private,20-30
13552,No,Rwanda,2016,Rural,Yes,6,42,Female,Head of Household,Veuf/Veuve,Primary education,Farming and Fishing,40-50
13553,No,Rwanda,2016,Rural,No,3,40,Female,Head of Household,Veuf/Veuve,No formal education,Self employed,30-40
13554,No,Rwanda,2016,Rural,Yes,3,25,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,20-30
13555,No,Rwanda,2016,Rural,No,1,64,Female,Head of Household,Veuf/Veuve,No formal education,Remittance Dependent,60-70
13556,No,Rwanda,2016,Rural,No,8,42,Female,Head of Household,Divorcé(e),No formal education,Self employed,40-50
13557,No,Rwanda,2016,Rural,No,9,33,Female,Child,Divorcé(e),Primary education,Informally employed,30-40
13558,No,Rwanda,2016,Urban,Yes,1,69,Female,Head of Household,Veuf/Veuve,Primary education,Remittance Dependent,60-70
13559,No,Rwanda,2016,Rural,Yes,1,56,Female,Head of Household,Veuf/Veuve,No formal education,Farming and Fishing,50-60
13560,No,Rwanda,2016,Rural,Yes,3,29,Female,Spouse,Marié(e),Primary education,Farming and Fishing,20-30
13561,No,Rwanda,2016,Urban,Yes,4,40,Female,Spouse,Marié(e),Primary education,Remittance Dependent,30-40
13562,No,Rwanda,2016,Rural,Yes,5,26,Female,Spouse,Marié(e),Primary education,Farming and Fishing,20-30
13563,No,Rwanda,2016,Rural,Yes,5,33,Male,Head of Household,Marié(e),Primary education,Informally employed,30-40
13564,No,Rwanda,2016,Rural,No,2,77,Female,Spouse,Marié(e),No formal education,Farming and Fishing,70-80
13565,No,Rwanda,2016,Rural,Yes,4,40,Female,Head of Household,Veuf/Veuve,No formal education,Farming and Fishing,30-40
13566,No,Rwanda,2016,Urban,Yes,4,34,Male,Head of Household,Marié(e),Primary education,Informally employed,30-40
13567,No,Rwanda,2016,Rural,Yes,7,43,Female,Spouse,Divorcé(e),Primary education,Farming and Fishing,40-50
13568,No,Rwanda,2016,Rural,Yes,3,26,Female,Spouse,Marié(e),Secondary education,Farming and Fishing,20-30
13569,No,Rwanda,2016,Rural,Yes,4,30,Male,Head of Household,Marié(e),Primary education,Self employed,20-30
13570,No,Rwanda,2016,Rural,Yes,4,28,Female,Spouse,Marié(e),Primary education,Informally employed,20-30
13571,No,Rwanda,2016,Urban,Yes,7,21,Male,Child,Célibataire,Secondary education,Informally employed,20-30
13572,No,Rwanda,2016,Rural,No,4,47,Female,Head of Household,Divorcé(e),No formal education,Informally employed,40-50
13573,No,Rwanda,2016,Rural,Yes,5,53,Female,Spouse,Marié(e),No formal education,Farming and Fishing,50-60
13574,No,Rwanda,2016,Rural,Yes,5,34,Female,Spouse,Marié(e),Primary education,Informally employed,30-40
13575,No,Rwanda,2016,Rural,Yes,4,30,Female,Spouse,Marié(e),Primary education,Farming and Fishing,20-30
13576,No,Rwanda,2016,Rural,Yes,3,65,Female,Head of Household,Veuf/Veuve,Primary education,Self employed,60-70
13577,Yes,Rwanda,2016,Rural,Yes,4,38,Male,Head of Household,Marié(e),Tertiary education,Formally employed Government,30-40
13578,No,Rwanda,2016,Urban,Yes,6,41,Female,Spouse,Marié(e),Primary education,Informally employed,40-50
13579,No,Rwanda,2016,Rural,Yes,3,56,Female,Spouse,Marié(e),Primary education,Farming and Fishing,50-60
13580,No,Rwanda,2016,Rural,Yes,2,25,Male,Child,Célibataire,No formal education,Farming and Fishing,20-30
13581,No,Rwanda,2016,Rural,Yes,5,34,Male,Head of Household,Marié(e),No formal education,Informally employed,30-40
13582,No,Rwanda,2016,Rural,Yes,4,53,Female,Head of Household,Veuf/Veuve,Primary education,Farming and Fishing,50-60
13583,No,Rwanda,2016,Rural,Yes,3,80,Female,Head of Household,Divorcé(e),No formal education,Other Income,70-80
13584,No,Rwanda,2016,Rural,Yes,5,33,Female,Spouse,Marié(e),Primary education,Informally employed,30-40
13585,No,Rwanda,2016,Rural,Yes,2,25,Male,Child,Célibataire,Primary education,Informally employed,20-30
13586,No,Rwanda,2016,Rural,No,3,23,Female,Spouse,Marié(e),Primary education,Informally employed,20-30
13587,No,Rwanda,2016,Rural,Yes,7,49,Male,Head of Household,Marié(e),No formal education,Farming and Fishing,40-50
13588,No,Rwanda,2016,Rural,Yes,2,20,Female,Spouse,Marié(e),Primary education,Informally employed,10-20
13589,No,Rwanda,2016,Rural,Yes,5,54,Female,Spouse,Marié(e),Primary education,Informally employed,50-60
13590,No,Rwanda,2016,Rural,Yes,3,22,Male,Child,Célibataire,Secondary education,Farming and Fishing,20-30
13591,No,Rwanda,2016,Rural,Yes,6,19,Female,Child,Célibataire,Secondary education,Formally employed Government,10-20
13592,No,Rwanda,2016,Rural,Yes,6,48,Female,Spouse,Marié(e),Secondary education,Farming and Fishing,40-50
13593,No,Rwanda,2016,Rural,Yes,5,35,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,30-40
13594,No,Rwanda,2016,Rural,Yes,3,46,Male,Spouse,Marié(e),No formal education,Informally employed,40-50
13595,No,Rwanda,2016,Rural,No,5,33,Male,Head of Household,Marié(e),No formal education,Farming and Fishing,30-40
13596,No,Rwanda,2016,Rural,Yes,4,38,Female,Child,Divorcé(e),No formal education,Informally employed,30-40
13597,No,Rwanda,2016,Rural,No,1,39,Male,Head of Household,Marié(e),Primary education,Informally employed,30-40
13598,No,Rwanda,2016,Urban,Yes,3,30,Female,Head of Household,Divorcé(e),Primary education,Self employed,20-30
13599,No,Rwanda,2016,Rural,Yes,4,27,Female,Spouse,Marié(e),Primary education,Informally employed,20-30
13600,No,Rwanda,2016,Rural,Yes,8,35,Female,Spouse,Marié(e),Primary education,Informally employed,30-40
13601,No,Rwanda,2016,Rural,No,1,64,Female,Head of Household,Veuf/Veuve,No formal education,Farming and Fishing,60-70
13602,No,Rwanda,2016,Rural,No,5,16,Female,Child,Célibataire,No formal education,Farming and Fishing,10-20
13603,No,Rwanda,2016,Urban,Yes,3,26,Female,Head of Household,Célibataire,Primary education,Self employed,20-30
13604,No,Rwanda,2016,Rural,Yes,3,40,Female,Head of Household,Veuf/Veuve,No formal education,Farming and Fishing,30-40
13605,No,Rwanda,2016,Rural,Yes,5,51,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,50-60
13606,Yes,Rwanda,2016,Rural,Yes,3,55,Female,Spouse,Marié(e),Primary education,Farming and Fishing,50-60
13607,No,Rwanda,2016,Rural,No,5,53,Male,Head of Household,Marié(e),Primary education,Informally employed,50-60
13608,No,Rwanda,2016,Rural,No,3,32,Female,Head of Household,Marié(e),Secondary education,Informally employed,30-40
13609,No,Rwanda,2016,Rural,Yes,6,19,Male,Parent,Célibataire,Secondary education,Farming and Fishing,10-20
13610,No,Rwanda,2016,Rural,Yes,4,43,Female,Head of Household,Marié(e),Secondary education,Informally employed,40-50
13611,Yes,Rwanda,2016,Urban,Yes,5,61,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,60-70
13612,No,Rwanda,2016,Rural,Yes,7,44,Female,Head of Household,Marié(e),Primary education,Informally employed,40-50
13613,Yes,Rwanda,2016,Rural,Yes,3,24,Male,Child,Célibataire,Primary education,Self employed,20-30
13614,No,Rwanda,2016,Rural,Yes,6,34,Female,Spouse,Marié(e),Primary education,Farming and Fishing,30-40
13615,No,Rwanda,2016,Rural,Yes,5,45,Female,Head of Household,Veuf/Veuve,Primary education,Farming and Fishing,40-50
13616,No,Rwanda,2016,Rural,No,1,75,Female,Head of Household,Veuf/Veuve,No formal education,Farming and Fishing,70-80
13617,No,Rwanda,2016,Rural,No,2,23,Male,Parent,Divorcé(e),No formal education,Farming and Fishing,20-30
13618,No,Rwanda,2016,Rural,No,1,87,Female,Head of Household,Veuf/Veuve,No formal education,Remittance Dependent,80+
13619,No,Rwanda,2016,Rural,Yes,4,31,Male,Head of Household,Marié(e),Primary education,Informally employed,30-40
13620,No,Rwanda,2016,Urban,Yes,7,36,Female,Spouse,Marié(e),Primary education,Informally employed,30-40
13621,No,Rwanda,2016,Rural,Yes,5,68,Female,Head of Household,Veuf/Veuve,No formal education,Dont Know/Refuse to answer,60-70
13622,No,Rwanda,2016,Rural,No,6,17,Male,Child,Célibataire,Secondary education,Remittance Dependent,10-20
13623,Yes,Rwanda,2016,Urban,Yes,2,22,Female,Head of Household,Divorcé(e),Primary education,Informally employed,20-30
13624,No,Rwanda,2016,Rural,Yes,5,16,Male,Child,Célibataire,Primary education,Informally employed,10-20
13625,No,Rwanda,2016,Rural,Yes,6,30,Female,Spouse,Marié(e),Primary education,Farming and Fishing,20-30
13626,No,Rwanda,2016,Rural,Yes,3,26,Female,Spouse,Marié(e),Primary education,Informally employed,20-30
13627,No,Rwanda,2016,Urban,Yes,4,29,Female,Spouse,Marié(e),Tertiary education,Remittance Dependent,20-30
13628,No,Rwanda,2016,Urban,Yes,3,23,Female,Parent,Célibataire,Secondary education,Farming and Fishing,20-30
13629,No,Rwanda,2016,Rural,Yes,1,88,Female,Head of Household,Veuf/Veuve,No formal education,Farming and Fishing,80+
13630,No,Rwanda,2016,Rural,Yes,7,43,Male,Head of Household,Marié(e),Primary education,Informally employed,40-50
13631,No,Rwanda,2016,Rural,Yes,4,34,Female,Head of Household,Divorcé(e),Primary education,Informally employed,30-40
13632,No,Rwanda,2016,Rural,Yes,7,32,Female,Spouse,Marié(e),Primary education,Farming and Fishing,30-40
13633,No,Rwanda,2016,Rural,Yes,3,30,Female,Spouse,Marié(e),Primary education,Farming and Fishing,20-30
13634,No,Rwanda,2016,Rural,No,1,67,Female,Head of Household,Veuf/Veuve,No formal education,Government Dependent,60-70
13635,No,Rwanda,2016,Rural,Yes,4,35,Female,Head of Household,Célibataire,Secondary education,Self employed,30-40
13636,No,Rwanda,2016,Rural,No,5,37,Female,Spouse,Marié(e),No formal education,Informally employed,30-40
13637,No,Rwanda,2016,Rural,Yes,5,49,Female,Head of Household,Veuf/Veuve,No formal education,Informally employed,40-50
13638,No,Rwanda,2016,Rural,Yes,3,20,Female,Child,Célibataire,Secondary education,Farming and Fishing,10-20
13639,No,Rwanda,2016,Rural,Yes,4,28,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,20-30
13640,No,Rwanda,2016,Rural,Yes,4,38,Male,Head of Household,Marié(e),Secondary education,Informally employed,30-40
13641,No,Rwanda,2016,Rural,Yes,3,35,Female,Head of Household,Veuf/Veuve,No formal education,Informally employed,30-40
13642,Yes,Rwanda,2016,Rural,Yes,3,67,Female,Spouse,Marié(e),Primary education,Farming and Fishing,60-70
13643,No,Rwanda,2016,Rural,Yes,2,65,Female,Head of Household,Veuf/Veuve,No formal education,Farming and Fishing,60-70
13644,No,Rwanda,2016,Rural,Yes,4,55,Female,Head of Household,Divorcé(e),Primary education,Farming and Fishing,50-60
13645,No,Rwanda,2016,Rural,Yes,2,73,Male,Head of Household,Marié(e),No formal education,Remittance Dependent,70-80
13646,No,Rwanda,2016,Urban,Yes,5,34,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,30-40
13647,No,Rwanda,2016,Rural,No,3,37,Female,Head of Household,Veuf/Veuve,No formal education,Informally employed,30-40
13648,Yes,Rwanda,2016,Rural,Yes,5,33,Male,Head of Household,Marié(e),Primary education,Self employed,30-40
13649,No,Rwanda,2016,Rural,Yes,3,25,Male,Head of Household,Marié(e),Primary education,Informally employed,20-30
13650,No,Rwanda,2016,Rural,Yes,7,42,Male,Head of Household,Marié(e),Primary education,Informally employed,40-50
13651,No,Rwanda,2016,Rural,Yes,4,45,Female,Head of Household,Veuf/Veuve,Primary education,Farming and Fishing,40-50
13652,No,Rwanda,2016,Rural,Yes,1,66,Female,Head of Household,Veuf/Veuve,No formal education,Informally employed,60-70
13653,No,Rwanda,2016,Rural,Yes,5,35,Female,Spouse,Marié(e),Primary education,Farming and Fishing,30-40
13654,No,Rwanda,2016,Rural,Yes,8,16,Female,Child,Célibataire,Secondary education,Informally employed,10-20
13655,No,Rwanda,2016,Rural,Yes,3,28,Male,Head of Household,Marié(e),Primary education,Informally employed,20-30
13656,No,Rwanda,2016,Rural,No,4,27,Male,Head of Household,Marié(e),No formal education,Informally employed,20-30
13657,No,Rwanda,2016,Urban,Yes,5,16,Female,Child,Célibataire,Secondary education,Remittance Dependent,10-20
13658,No,Rwanda,2016,Rural,Yes,6,16,Male,Child,Célibataire,Primary education,Farming and Fishing,10-20
13659,Yes,Rwanda,2016,Rural,Yes,3,27,Female,Spouse,Marié(e),Secondary education,Farming and Fishing,20-30
13660,No,Rwanda,2016,Rural,Yes,7,24,Male,Child,Célibataire,Primary education,Self employed,20-30
13661,No,Rwanda,2016,Rural,No,4,56,Female,Head of Household,Veuf/Veuve,No formal education,Farming and Fishing,50-60
13662,Yes,Rwanda,2016,Urban,Yes,7,37,Female,Spouse,Marié(e),Tertiary education,Remittance Dependent,30-40
13663,No,Rwanda,2016,Rural,Yes,4,44,Female,Spouse,Marié(e),Primary education,Farming and Fishing,40-50
13664,No,Rwanda,2016,Rural,No,3,71,Female,Head of Household,Veuf/Veuve,No formal education,Remittance Dependent,70-80
13665,No,Rwanda,2016,Rural,Yes,4,24,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,20-30
13666,No,Rwanda,2016,Rural,Yes,6,37,Male,Head of Household,Marié(e),No formal education,Farming and Fishing,30-40
13667,No,Rwanda,2016,Rural,No,5,55,Female,Head of Household,Marié(e),Primary education,Informally employed,50-60
13668,No,Rwanda,2016,Urban,Yes,6,18,Female,Child,Célibataire,Secondary education,Informally employed,10-20
13669,No,Rwanda,2016,Rural,Yes,8,36,Female,Spouse,Marié(e),Primary education,Informally employed,30-40
13670,No,Rwanda,2016,Rural,No,5,30,Male,Head of Household,Marié(e),Primary education,Informally employed,20-30
13671,No,Rwanda,2016,Rural,Yes,4,63,Female,Head of Household,Veuf/Veuve,Primary education,Informally employed,60-70
13672,No,Rwanda,2016,Urban,Yes,4,34,Female,Spouse,Marié(e),Primary education,Other Income,30-40
13673,No,Rwanda,2016,Rural,Yes,5,40,Female,Spouse,Marié(e),Primary education,Farming and Fishing,30-40
13674,No,Rwanda,2016,Rural,Yes,8,18,Female,Child,Célibataire,Primary education,Informally employed,10-20
13675,No,Rwanda,2016,Rural,Yes,3,27,Female,Spouse,Marié(e),Primary education,Farming and Fishing,20-30
13676,No,Rwanda,2016,Urban,Yes,4,55,Male,Head of Household,Marié(e),Secondary education,Formally employed Private,50-60
13677,No,Rwanda,2016,Rural,Yes,5,35,Female,Head of Household,Divorcé(e),Primary education,Farming and Fishing,30-40
13678,No,Rwanda,2016,Rural,Yes,6,32,Female,Spouse,Marié(e),No formal education,Informally employed,30-40
13679,No,Rwanda,2016,Rural,Yes,3,21,Female,Child,Célibataire,Primary education,Farming and Fishing,20-30
13680,No,Rwanda,2016,Rural,Yes,1,80,Female,Head of Household,Veuf/Veuve,No formal education,Farming and Fishing,70-80
13681,No,Rwanda,2016,Rural,Yes,6,43,Male,Head of Household,Marié(e),No formal education,Farming and Fishing,40-50
13682,No,Rwanda,2016,Rural,Yes,4,38,Female,Head of Household,Divorcé(e),Primary education,Informally employed,30-40
13683,No,Rwanda,2016,Rural,Yes,5,66,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,60-70
13684,No,Rwanda,2016,Rural,Yes,3,31,Male,Head of Household,Marié(e),Primary education,Dont Know/Refuse to answer,30-40
13685,No,Rwanda,2016,Rural,Yes,4,28,Female,Spouse,Marié(e),Primary education,Farming and Fishing,20-30
13686,Yes,Rwanda,2016,Rural,Yes,5,29,Female,Spouse,Marié(e),Secondary education,Formally employed Government,20-30
13687,Yes,Rwanda,2016,Rural,Yes,6,33,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,30-40
13688,No,Rwanda,2016,Rural,Yes,2,67,Female,Head of Household,Veuf/Veuve,No formal education,Remittance Dependent,60-70
13689,No,Rwanda,2016,Rural,Yes,6,28,Female,Head of Household,Veuf/Veuve,No formal education,Informally employed,20-30
13690,No,Rwanda,2016,Rural,Yes,6,36,Female,Spouse,Marié(e),Primary education,Farming and Fishing,30-40
13691,No,Rwanda,2016,Rural,Yes,3,26,Male,Head of Household,Marié(e),No formal education,Self employed,20-30
13692,No,Rwanda,2016,Rural,Yes,3,62,Male,Head of Household,Marié(e),No formal education,Informally employed,60-70
13693,No,Rwanda,2016,Rural,Yes,5,33,Female,Head of Household,Marié(e),Primary education,Other Income,30-40
13694,No,Rwanda,2016,Rural,Yes,3,75,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,70-80
13695,No,Rwanda,2016,Urban,Yes,8,41,Female,Spouse,Marié(e),No formal education,Informally employed,40-50
13696,No,Rwanda,2016,Rural,No,5,33,Female,Spouse,Marié(e),Primary education,Informally employed,30-40
13697,No,Rwanda,2016,Rural,Yes,6,49,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,40-50
13698,No,Rwanda,2016,Rural,Yes,2,67,Female,Head of Household,Veuf/Veuve,No formal education,Farming and Fishing,60-70
13699,No,Rwanda,2016,Urban,Yes,3,49,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,40-50
13700,No,Rwanda,2016,Rural,Yes,2,24,Female,Spouse,Marié(e),Secondary education,Informally employed,20-30
13701,No,Rwanda,2016,Rural,No,3,26,Male,Head of Household,Marié(e),No formal education,Informally employed,20-30
13702,No,Rwanda,2016,Urban,Yes,4,47,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,40-50
13703,No,Rwanda,2016,Rural,No,4,44,Female,Head of Household,Veuf/Veuve,Primary education,Informally employed,40-50
13704,No,Rwanda,2016,Rural,Yes,7,45,Female,Spouse,Marié(e),Primary education,Informally employed,40-50
13705,Yes,Rwanda,2016,Rural,Yes,8,41,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,40-50
13706,Yes,Rwanda,2016,Rural,Yes,2,64,Male,Head of Household,Marié(e),Secondary education,Self employed,60-70
13707,No,Rwanda,2016,Rural,Yes,4,21,Male,Parent,Célibataire,Primary education,Other Income,20-30
13708,No,Rwanda,2016,Rural,Yes,7,23,Female,Child,Marié(e),Secondary education,Farming and Fishing,20-30
13709,No,Rwanda,2016,Rural,Yes,3,28,Male,Child,Célibataire,Primary education,Informally employed,20-30
13710,No,Rwanda,2016,Urban,Yes,3,17,Male,Child,Célibataire,Secondary education,Other Income,10-20
13711,No,Rwanda,2016,Rural,Yes,4,31,Female,Spouse,Marié(e),Primary education,Self employed,30-40
13712,No,Rwanda,2016,Rural,No,1,85,Female,Head of Household,Veuf/Veuve,No formal education,Government Dependent,80+
13713,No,Rwanda,2016,Rural,Yes,4,26,Male,Head of Household,Marié(e),Primary education,Informally employed,20-30
13714,No,Rwanda,2016,Rural,Yes,5,44,Female,Spouse,Marié(e),Primary education,Informally employed,40-50
13715,No,Rwanda,2016,Rural,Yes,8,29,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,20-30
13716,No,Rwanda,2016,Rural,Yes,6,24,Female,Parent,Célibataire,Primary education,Self employed,20-30
13717,No,Rwanda,2016,Urban,Yes,1,30,Female,Head of Household,Célibataire,Secondary education,Informally employed,20-30
13718,No,Rwanda,2016,Rural,No,1,70,Female,Head of Household,Veuf/Veuve,Primary education,Farming and Fishing,60-70
13719,No,Rwanda,2016,Rural,Yes,4,21,Male,Head of Household,Marié(e),No formal education,Farming and Fishing,20-30
13720,No,Rwanda,2016,Rural,Yes,4,27,Female,Child,Célibataire,Primary education,Farming and Fishing,20-30
13721,No,Rwanda,2016,Urban,Yes,3,16,Female,Child,Célibataire,Primary education,Remittance Dependent,10-20
13722,No,Rwanda,2016,Rural,Yes,3,77,Female,Head of Household,Veuf/Veuve,No formal education,Farming and Fishing,70-80
13723,No,Rwanda,2016,Rural,Yes,1,52,Male,Head of Household,Célibataire,No formal education,Informally employed,50-60
13724,No,Rwanda,2016,Urban,Yes,4,65,Female,Head of Household,Veuf/Veuve,No formal education,Farming and Fishing,60-70
13725,No,Rwanda,2016,Rural,No,3,46,Male,Head of Household,Marié(e),Primary education,Informally employed,40-50
13726,No,Rwanda,2016,Rural,Yes,3,19,Male,Child,Célibataire,Primary education,Farming and Fishing,10-20
13727,No,Rwanda,2016,Rural,No,4,30,Female,Spouse,Marié(e),Primary education,Informally employed,20-30
13728,No,Rwanda,2016,Rural,No,7,35,Female,Spouse,Marié(e),Other/Dont know/RTA,Informally employed,30-40
13729,No,Rwanda,2016,Rural,Yes,4,32,Female,Spouse,Marié(e),Primary education,Informally employed,30-40
13730,No,Rwanda,2016,Rural,No,3,60,Female,Head of Household,Veuf/Veuve,No formal education,Remittance Dependent,50-60
13731,No,Rwanda,2016,Rural,Yes,3,26,Female,Child,Célibataire,Primary education,Informally employed,20-30
13732,No,Rwanda,2016,Urban,Yes,4,27,Female,Spouse,Marié(e),Secondary education,Informally employed,20-30
13733,No,Rwanda,2016,Rural,No,4,18,Female,Parent,Célibataire,Primary education,Remittance Dependent,10-20
13734,Yes,Rwanda,2016,Rural,Yes,2,27,Female,Spouse,Marié(e),Tertiary education,Remittance Dependent,20-30
13735,No,Rwanda,2016,Rural,No,2,50,Female,Head of Household,Veuf/Veuve,No formal education,Informally employed,40-50
13736,No,Rwanda,2016,Rural,Yes,8,28,Female,Child,Marié(e),Vocational/Specialised training,Self employed,20-30
13737,No,Rwanda,2016,Rural,Yes,4,33,Female,Spouse,Marié(e),Primary education,Farming and Fishing,30-40
13738,No,Rwanda,2016,Rural,Yes,5,24,Female,Spouse,Marié(e),Primary education,Farming and Fishing,20-30
13739,No,Rwanda,2016,Urban,Yes,2,28,Male,Head of Household,Marié(e),Primary education,Informally employed,20-30
13740,Yes,Rwanda,2016,Rural,Yes,1,65,Male,Head of Household,Veuf/Veuve,Secondary education,Other Income,60-70
13741,No,Rwanda,2016,Rural,Yes,2,64,Female,Head of Household,Veuf/Veuve,No formal education,Farming and Fishing,60-70
13742,No,Rwanda,2016,Urban,No,4,28,Female,Spouse,Marié(e),Primary education,Farming and Fishing,20-30
13743,No,Rwanda,2016,Rural,Yes,5,43,Female,Spouse,Marié(e),Secondary education,Farming and Fishing,40-50
13744,No,Rwanda,2016,Rural,Yes,3,28,Female,Spouse,Marié(e),Primary education,Informally employed,20-30
13745,No,Rwanda,2016,Rural,No,3,41,Female,Head of Household,Divorcé(e),No formal education,Farming and Fishing,40-50
13746,No,Rwanda,2016,Rural,Yes,7,18,Male,Parent,Célibataire,Secondary education,Farming and Fishing,10-20
13747,No,Rwanda,2016,Rural,No,6,25,Female,Child,Célibataire,Secondary education,Informally employed,20-30
13748,No,Rwanda,2016,Rural,Yes,7,23,Male,Child,Célibataire,Primary education,Remittance Dependent,20-30
13749,No,Rwanda,2016,Urban,Yes,6,37,Male,Head of Household,Marié(e),Primary education,Farming and Fishing,30-40
13750,No,Rwanda,2016,Rural,Yes,6,26,Female,Child,Célibataire,Secondary education,Dont Know/Refuse to answer,20-30
13751,No,Rwanda,2016,Rural,Yes,3,61,Female,Head of Household,Veuf/Veuve,No formal education,Government Dependent,60-70
13752,Yes,Rwanda,2016,Urban,Yes,3,56,Female,Head of Household,Divorcé(e),Vocational/Specialised training,Farming and Fishing,50-60
13753,No,Rwanda,2016,Rural,Yes,2,80,Female,Head of Household,Veuf/Veuve,No formal education,Remittance Dependent,70-80
13754,No,Rwanda,2016,Rural,Yes,7,48,Male,Head of Household,Marié(e),Secondary education,Farming and Fishing,40-50
13755,No,Rwanda,2016,Rural,Yes,8,38,Male,Head of Household,Marié(e),Secondary education,Farming and Fishing,30-40
